(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0D81C66DC,B07CZ1YWR8, ,RB-VB-063678-1,31,0,0.00%,0.00%,52,0,0.00%,0.00%,64.86%,0.00%,4,0,12.90%,0.00%,$166.88,$0.00,4,0
B0BZ9T21BZ,B07SCPFYWF,"Equip Lightweight Hammock – Perfect Backpacking Hammock, Portable Hammock & Camping Hammock – Select Styles Hold Up to 500lbs – Various Outdoor Hammock Colors & Patterns",RC-DEN-97184,379,7,0.01%,0.01%,424,7,0.01%,0.01%,67.57%,40.00%,4,0,1.06%,0.00%,$88.45,$0.00,4,0
B085SLQ56P,B085SLQ56P,"Solstice Inflatable Luxe Tract Dock - Gray, 8'x5'",RC-SOL-38805,831,18,0.02%,0.02%,"1,163",23,0.02%,0.02%,88.18%,88.24%,4,0,0.48%,0.00%,"$1,990.99",$0.00,4,0
B0CN6VV32D,B085SLR1QH,Solstice 38810 Inflatable Luxe Tract Dock - 10' x 8' x 8',RC-SOL-038810,881,26,0.02%,0.03%,"1,017",26,0.02%,0.02%,98.95%,100.00%,4,0,0.45%,0.00%,"$3,300.00",$0.00,4,0
B09JQ9CY9T,B099TYQLCB,White Knight M14x2.0 Thread Lug Nuts for Aftermarket or Factory Wheels - 33 Chrome Lug Nuts & Key Adapter - Duplex Spline Spike Acorn Seating - Carbon Steel for Easy Installation - 3850XL-33AM,RB-WK-3850XL-33AM,68,0,0.00%,0.00%,91,0,0.00%,0.00%,98.90%,0.00%,4,0,5.88%,0.00%,$247.96,$0.00,4,0
B09JQ9CY9T,B099V93FT3,"White Knight 3804XL-25AM Chrome 1/2""-20 1-Pc Spline Spike Lug Nut Set with Extra Spline Spike, 25 Pack",RB-WK-3804XL-25AM,31,2,0.00%,0.00%,37,2,0.00%,0.00%,85.29%,100.00%,4,0,12.90%,0.00%,$227.96,$0.00,4,0
B0CN6VV32D,B09W8VQHXR,"SOLSTICE Inflatable Dock, Rectangular Floating Mesh Platform 10 x 8ft w/ Pump & Bag, White/Blue",RC-SOL-038180,"1,174",29,0.02%,0.04%,"1,441",47,0.02%,0.04%,82.94%,93.02%,4,1,0.34%,3.45%,"$3,400.00",$850.00,4,1
B0C4R78HWR,B0C4R78HWR,Galway Bay Men's Gray XL Waterproof Long Sleeve Golf Rain Coat with 4 Pockets,RB-GAL-2313LJ006 -UG-XL,453,5,0.01%,0.01%,573,5,0.01%,0.00%,99.06%,100.00%,4,0,0.88%,0.00%,"$1,047.35",$0.00,4,0
B0CTMMZHT5,B0C7YKD8YG,"All-Weather Layering Quarter Zip Men's Sweaters for Golf, Men's All-Weather Long Sleeve Golf Pullover Charcoal",RB-221QZL001-M,51,0,0.00%,0.00%,56,0,0.00%,0.00%,100.00%,0.00%,4,0,7.84%,0.00%,$231.40,$0.00,4,0
B0CV1XXCPR,B0C8X7P7VL,"All-Weather Men's Golf Pants - Chino Style Golf Pants Men Will Love, Waterproof Breathable Golf Pants for Men Gray",RB-GAL-2313LP002- UG-32X32,229,4,0.00%,0.00%,299,6,0.00%,0.01%,99.40%,100.00%,4,0,1.75%,0.00%,$636.00,$0.00,4,0
B0CNDDZ92T,B0C9LLWYVK,"Solstice Inflatable Dog Float, Pup Plank Ramp for Pools, Boats & Docks, 220 Lbs, Blue/Grey",RB-SOL-33255,"172,635","2,117",3.59%,2.60%,"192,639","2,385",2.99%,2.18%,99.98%,100.00%,4,0,0.00%,0.00%,"$1,700.00",$0.00,4,0
B0CN6VV32D,B0CLBZMNMZ,"SOLSTICE Inflatable Dock, Round Floating Mesh Ring Platform 8ft x 8in w/ Pump, Blue",RB-SOL-38081,"1,337",35,0.03%,0.04%,"1,691",39,0.03%,0.04%,95.35%,78.95%,4,0,0.30%,0.00%,"$1,999.88",$0.00,4,0
B0CYQY5PGB,B0CYQY5PGB,EFFIPRO PLUS Topical Solution for Dogs - Waterproof Dog Flea and Tick Treatment for Large Dogs (45-88.9lbs) 3 Doses by Virbac,RB-VB-63673,74,1,0.00%,0.00%,103,1,0.00%,0.00%,69.23%,100.00%,6,0,8.11%,0.00%,$252.02,$0.00,4,0
B0DG9Y8RKB,B0DG9Y8RKB,"Yummy Combs Dog Dental Treats – Vet VOHC Approved, Removes Tartar & Cleans Teeth – Yummy High Protein Chicken Treat for Medium Dogs (Mini Pack, 9 Count)",RC-PBL-1020030MD,92,1,0.00%,0.00%,113,2,0.00%,0.00%,100.00%,0.00%,4,0,4.35%,0.00%,$75.96,$0.00,4,0
B0DG9ZYRHT,B0DG9ZYRHT,"Yummy Combs Dog Dental Treats – Vet VOHC Approved, Removes Tartar & Cleans Teeth – Yummy High Protein Chicken Treat for Extra Large Dogs (Mini Pack, 4 Count)",RC-PBL-1020030XL,26,1,0.00%,0.00%,32,3,0.00%,0.00%,100.00%,0.00%,5,1,19.23%,100.00%,$94.95,$18.99,4,1
B0DHDBM6W3,B0DHDBDBZS,"NADRI Tennis Bracelet – Rhodium-Plated Loveall SGL Slider Tennis Bracelet with Brilliant-Cut Cubic Zirconia Stones, Tennis Bracelets For Women",RB-NAD-AB40663RCZ,93,2,0.00%,0.00%,115,2,0.00%,0.00%,98.02%,0.00%,4,0,4.30%,0.00%,$375.00,$0.00,4,0
B0DH8ZHQL5,B0DJPR7ZZM,"Nadri French Horn Pin - Christmas Brooch Pins for Women, Xmas Brooches Set Festive Holiday Ornaments Party Gift Costume Jewelry Set",RB-NAD-HH40442FWP,665,15,0.01%,0.02%,778,19,0.01%,0.02%,100.00%,100.00%,4,0,0.60%,0.00%,$312.00,$0.00,4,0
B0DVMK7SKJ,B0DVMK7SKJ,"Virbac URSOLYX Soft Chews for Dogs | Muscle Health Support for Senior, Active or Recovering Dogs, Large | 60 Count 2- Month Supply",RB-VB-125909,75,1,0.00%,0.00%,120,1,0.00%,0.00%,95.51%,100.00%,4,0,5.33%,0.00%,$308.50,$0.00,4,0
B0F4287P75,B0DVMSZXDT,"Virbac URSOLYX Soft Chews for Dogs | Muscle Health Support for Senior, Active or Recovering Dogs, Medium | 60 Count 2- Month Supply",RB-VB-125908,76,2,0.00%,0.00%,110,3,0.00%,0.00%,98.11%,100.00%,4,0,5.26%,0.00%,$265.96,$0.00,4,0
B0DX2YSTSJ,B0DWBXX6WY,"Learning Dynamics 53 Decodable Reading Books & Music CD – Basic Learn How to Read Books for 4-7 Year Olds – Teaches Phonics, Words & Reading – Includes 53 Unique Books to Start Reading",RB-LD-BooksMusicCD,188,3,0.00%,0.00%,219,5,0.00%,0.00%,99.44%,100.00%,4,0,2.13%,0.00%,$176.00,$0.00,4,0
B0F1DTWRG6,B0DYFD1TRN,"Virbac URSOLYX Soft Chews for Dogs | Muscle Health Support for Senior, Active or Recovering Dogs, Small | 120 Count 4-Month Supply",RB-VB-125907-2pk,100,1,0.00%,0.00%,127,1,0.00%,0.00%,98.88%,0.00%,4,1,4.00%,100.00%,$459.92,$114.98,4,1
B0F1DTWRG6,B0DYFX5KRT,"Virbac URSOLYX Soft Chews for Dogs | Muscle Health Support for Senior, Active or Recovering Dogs, Large | 120 Count 4-Month Supply",RB-VB-125909-2pk,122,3,0.00%,0.00%,160,4,0.00%,0.00%,88.39%,100.00%,4,0,3.28%,0.00%,$611.92,$0.00,4,0
B0042L6U3E,B0042L6U3E,AniMed Aniflex Complete Connective Tissue Support (2.5 lbs)…,RB-ANI-057467M,253,7,0.01%,0.01%,353,9,0.01%,0.01%,9.07%,0.00%,3,0,1.19%,0.00%,$283.38,$0.00,3,0
B0043EELAY,B0043EELAY,"AHC Products Muscle Up Powder for Dogs, 16-Ounce",RB-ANI-057480M,949,32,0.02%,0.04%,"1,285",47,0.02%,0.04%,0.47%,0.00%,3,0,0.32%,0.00%,$71.17,$0.00,3,0
B0CPTBQN6D,B0083CVIXU,"White Knight 40600S Chrome M12 x 1.25 Thread Size Acorn Wheel Lock, 4 Pack",RB-WK-40600S,41,2,0.00%,0.00%,56,2,0.00%,0.00%,100.00%,100.00%,3,0,7.32%,0.00%,$40.77,$0.00,3,0
B00B2FC4Y2,B00B2FC4Y2,"White Knight M12x1.50 Black Chrome Bulge Acorn Lug Nut, 4 Pack",RB-WK-1707SBK-4,60,0,0.00%,0.00%,112,0,0.00%,0.00%,38.39%,0.00%,3,0,5.00%,0.00%,$34.47,$0.00,3,0
B0CPM175CH,B00B2FC6LI,"White Knight Wheel Accessories 1306-14S Zinc Finish 12mm x 1.25 Thread Size Open End Bulge Acorn Lug Nut, (Pack of 4)",RB-WK-1306-14S,40,0,0.00%,0.00%,51,0,0.00%,0.00%,61.90%,0.00%,3,0,7.50%,0.00%,$26.97,$0.00,3,0
B0CPMPG9ZT,B00B2FCCIA,"White Knight 1307-1S-20AM Zinc M12x1.50 Open-End Bulge Acorn Lug Nut, 20 Count (Pack of 1)",RB-WK-1307-1S-20AM,24,0,0.00%,0.00%,34,0,0.00%,0.00%,100.00%,0.00%,3,0,12.50%,0.00%,$43.62,$0.00,3,0
B0CPT9SCQ6,B00B2FCEOC,"White Knight 3804BK-20AM (Black Chrome) 1/2""-20 Spline Lug Nut with Key, 20 Pack (for AFTERMARKET Wheels with Smaller 0.80"" Diameter Seating)",RB-WK-3804BK-20AM,72,0,0.00%,0.00%,101,0,0.00%,0.00%,98.99%,0.00%,3,0,4.17%,0.00%,$70.47,$0.00,3,0
B00BULWS6W,B00BULWS6W,"Canine Caviar - Wild Ocean: Herring & Teff Alkaline Dry Dog Food, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (4.4 Pound Bag)",RC-CAN-902333,411,6,0.01%,0.01%,550,9,0.01%,0.01%,6.63%,25.00%,3,0,0.73%,0.00%,$109.65,$0.00,3,0
B00C8RJ3WE,B00C8RJ3WE,"VetOne: DuoClenz Rawhide Dental Hygenic Chews for Extra Large-sized Dogs, 30-Count Bag",RC-V1-510060,"5,634",85,0.12%,0.10%,"7,908",104,0.12%,0.10%,70.09%,71.76%,3,0,0.05%,0.00%,$74.91,$0.00,3,0
B0CPN5D78N,B00DNPGGF2,"White Knight 1704SBK-4 Black 1/2""-20 Bulge Acorn Lug Nut, 4 Pack",RB-WK-1704SBK-4,26,2,0.00%,0.00%,29,2,0.00%,0.00%,100.00%,100.00%,4,0,15.38%,0.00%,$45.96,$0.00,3,0
B00DNPGJEU,B00DNPGJEU,"White Knight 1309-14R Zinc M14x1.50 Radius Seat Open-End Lug Nut, 4 Pack",RB-WK-1309-14R,36,1,0.00%,0.00%,55,1,0.00%,0.00%,89.09%,100.00%,10,2,27.78%,200.00%,$98.82,$19.70,3,1
B09L7DXKN6,B00DNPH7BY,"White Knight 1/2""-20 Thread Lug Nuts for Aftermarket or Factory Wheels - 4 Chrome Lug Nuts - ET Bulge Seating - Carbon Steel for Durable Construction & Easy Installation - 7804-4",RB-WK-7804-4,436,21,0.01%,0.03%,691,33,0.01%,0.03%,6.69%,0.00%,6,0,1.38%,0.00%,$80.94,$0.00,3,0
B00TKB9MV8,B00TKB9MV8,"Canine Caviar - Wild Ocean: Herring & Teff Alkaline Dry Dog Food, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (11 Pound Bag)",RC-CAN-801056,65,0,0.00%,0.00%,82,0,0.00%,0.00%,4.00%,0.00%,3,0,4.62%,0.00%,$220.00,$0.00,3,0
B00U1BUW5Q,B00U1BUW5Q,"Canine Caviar - Leaping Spirit: Venison & Pearl Millet Alkaline Dry Dog Food, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (22 Pound Bag)",RC-CAN-801209,131,2,0.00%,0.00%,158,3,0.00%,0.00%,22.30%,33.33%,3,0,2.29%,0.00%,$393.66,$0.00,3,0
B00U1BZTA4,B00U1BZTA4,"Canine Caviar - Grain Free Puppy: Chicken & Split Peas Alkaline Dry Dog Food, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (11 Pound Bag)",RC-CAN-801070,24,0,0.00%,0.00%,27,0,0.00%,0.00%,59.26%,0.00%,3,0,12.50%,0.00%,$179.94,$0.00,3,0
B01MQJYZZP,B01MQJYZZP,"Canine Caviar - Salmon Canned Wet Dog Food, Single Protein Formula, Alkaline Food Topper, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (12.7 oz, 12-Pack)",RB-CAN-226163,212,1,0.00%,0.00%,261,1,0.00%,0.00%,23.14%,100.00%,3,0,1.42%,0.00%,$185.85,$0.00,3,0
B07C687YNB,B07BLXZLJQ,White Knight M12x1.5 Thread Lug Nuts for Aftermarket or Factory Wheels - 4 Black Pearl Lock Nuts & Key - Bulge Acorn Locks - Carbon Steel for Durable Construction & Easy Installation - 40700SPBT,RB-WK-40700SPBT,737,14,0.02%,0.02%,"1,041",26,0.02%,0.02%,13.08%,0.00%,3,0,0.41%,0.00%,$47.97,$0.00,3,0
B0BZ9T21BZ,B07S9GGRS6,"Equip Lightweight Hammock – Perfect Backpacking Hammock, Portable Hammock & Camping Hammock – Select Styles Hold Up to 500lbs – Various Outdoor Hammock Colors & Patterns",RC-DEN-97186,450,6,0.01%,0.01%,490,6,0.01%,0.01%,73.24%,33.33%,3,0,0.67%,0.00%,$79.47,$0.00,3,0
B0BZ9T21BZ,B07SBKBMXV,"Equip Lightweight Hammock – Perfect Backpacking & Camping Hammock, Supports Up to 500lbs – & Patterns",RC-DEN-971854,318,6,0.01%,0.01%,351,7,0.01%,0.01%,42.14%,40.00%,3,0,0.94%,0.00%,$74.89,$0.00,3,0
B0CKM5NWH5,B0812LJ14T,C.E.T. Enzymatic Oral Hygiene Chews for Dogs - Plaque & Tartar Control - Single Layer Beefhide with Exclusive Dual-Enzyme System & Tasty Chicken Flavor - Easy to Give Dog Dental Chew,RC-VB-098377,110,1,0.00%,0.00%,160,1,0.00%,0.00%,0.00%,0.00%,5,0,4.55%,0.00%,$120.85,$0.00,3,0
B084KV7N6J,B084KV7N6J,"Buddeez Bread Buddy Bread Box – Red Lid, Pack of 2",RC-BUD-00102R-7427-ONL,243,4,0.01%,0.00%,282,5,0.00%,0.00%,18.32%,0.00%,3,0,1.23%,0.00%,$62.97,$0.00,3,0
B0CN6VV32D,B085SLNG34,"Solstice 10 Foot x 8 Foot Inflatable Convertible Floating Slide Dock Water Lounger Platform with Pump and Storage Bag for Lakes, Pools, and Rivers",RC-SOL-036108,"1,368",24,0.03%,0.03%,"1,647",34,0.03%,0.03%,48.18%,32.26%,3,0,0.22%,0.00%,"$2,397.00",$0.00,3,0
B08CVTHK9P,B08CVTHK9P,"Learning Dynamics 15 Minute Math Program – Numeric & Math Learning Program Includes Flashcards, Manipulatives, Parent Guide Book – Learn Counting, Order, Value, Math Equations for 4-7 Year Olds",RB-LD-MathKit,15,2,0.00%,0.00%,20,2,0.00%,0.00%,100.00%,100.00%,3,0,20.00%,0.00%,$127.40,$0.00,3,0
B08MMLZ898,B08MMLZ898,"Infusion Fruit Infuser Water Bottle - BPA Free Insulated Water Bottle, Reusable Water Bottle with Fruit Infuser, Easy-to-Clean Gym Accessories for Women, Sports Water Bottle, Savvy Outdoors",RC-SAV-B08MMLZ898,160,0,0.00%,0.00%,210,0,0.00%,0.00%,96.67%,0.00%,4,0,2.50%,0.00%,$56.90,$0.00,3,0
B08WBYTPLH,B08WBYTPLH,Pawlife All Natural Multivitamin Soft Chews for Dogs| Glucosamine Chondroitin for Joint Support with Probiotics for Gut & Immune Health| Mobility and Advanced Wellness Support|4-Month Supply,RC-PAW-WS-UD8J-Y026,126,0,0.00%,0.00%,141,0,0.00%,0.00%,12.06%,0.00%,3,0,2.38%,0.00%,$104.91,$0.00,3,0
B09JQ3VF7X,B099TTGXJ2,"White Knight 2904-25AM Chrome 1/2""-20 1-Pc Hex Spike Lug Nut Set with Extra Spike Lug Nut, 25 Pack",RB-WK-2904-25AM,81,0,0.00%,0.00%,117,0,0.00%,0.00%,93.10%,0.00%,3,0,3.70%,0.00%,$172.38,$0.00,3,0
B09LNJCR9Q,B09LNJCR9Q,"PetPrevea Advanced for Dogs | Repels & Kills Fleas, Ticks & Mosquitoes | Convenient & Easy to Apply | Fast-Acting & Long-Lasting | For Dogs 5 to 10 lbs - 4 Doses",RC-V1-115270-1,153,2,0.00%,0.00%,208,3,0.00%,0.00%,73.71%,0.00%,3,0,1.96%,0.00%,$84.81,$0.00,3,0
B0CYDM9NX6,B09TFSYRGD,SOLSTICE ORIGINAL Floating Inflatable Dock Platform 11 FT C-Dock Float For Lake Boat Pool Ocean |W/ Non-Slip Pad & Removable Pillows | Water Mat Swim Raft For Adults Kids Dogs | 8 Inch Thick & Stable,RC-SOL-038175-1,"1,987",76,0.04%,0.09%,"2,391",98,0.04%,0.09%,99.01%,100.00%,3,0,0.15%,0.00%,"$2,505.00",$0.00,3,0
B0DB2LLLRW,B0B1G8RHWR,"Kimberbell Stabilizer Slap Bands: Add-On, Set of 3 Color-Coded & Labeled Silicone Organization Bands, Each One Sized: 9.5” x 1”, Organize Your Craft & Sewing Room, Easy to Use, Durable",RB-KB-KDST142,137,3,0.00%,0.00%,153,3,0.00%,0.00%,100.00%,100.00%,6,0,4.38%,0.00%,$83.88,$0.00,3,0
B0BSP6L4F7,B0BSP6L4F7,"LEARNING DYNAMICS 4 Weeks to Read Program and 15 Minute Math Program – Includes 53 Books, Teaching Manuals, Activity Workbooks, CD, Flashcards, Manipulatives – Learn Math, Reading & Writing",RB-LD-ReadnMath,27,1,0.00%,0.00%,36,2,0.00%,0.00%,100.00%,100.00%,3,3,11.11%,300.00%,$389.91,$389.91,3,3
B0BWL427XC,B0BWL427XC,"Learning Dynamics 4 Weeks to Read Program and Extra Workbook – Includes 53 Books, Teaching Manual, Activity Workbooks, CD, Flashcards, Manipulatives – Teaches Letters, Phonics, Writing, & Reading",RB-LD-ReandnWorkbk,86,3,0.00%,0.00%,118,5,0.00%,0.00%,100.00%,100.00%,3,0,3.49%,0.00%,$311.97,$0.00,3,0
B0C4M8PN2J,B0C4M8PN2J,"GALWAY BAY Men's All-Weather Golf Jacket Lined Long Sleeve Rain Jacket, Waterproof Jackets for Men, Lightweight Golf Jackets for Men, Reversible Men's Windbreakers, Rain Jackets for Men Waterproof",RB-GAL-2213LJ001-BK-M,424,5,0.01%,0.01%,563,5,0.01%,0.00%,96.23%,100.00%,3,0,0.71%,0.00%,$653.65,$0.00,3,0
B0CTHQ1TLC,B0C4R78HWR,Galway Bay Men's Gray XL Waterproof Long Sleeve Golf Rain Coat with 4 Pockets,RB-GAL-2313LJ006 -UG-XL,183,4,0.00%,0.00%,211,4,0.00%,0.00%,100.00%,66.67%,3,0,1.64%,0.00%,$897.00,$0.00,3,0
B0CXDTXYCB,B0CGMQ1H2Y,"Biovanta Cold and Flu Relief Kit Plus Immune Support, 6 Plant-Based Aspirin Tablets, 24 Honey Lemon with Cooling Mint, Immune-Boosting Cough Drops",RB-BIO-850013294190,97,4,0.00%,0.00%,119,6,0.00%,0.01%,16.04%,0.00%,3,0,3.09%,0.00%,$29.97,$0.00,3,0
B0CLBZMNMZ,B0CLBZMNMZ,"SOLSTICE Inflatable Dock, Round Floating Mesh Ring Platform 8ft x 8in w/ Pump, Blue",RB-SOL-38081,148,2,0.00%,0.00%,195,2,0.00%,0.00%,100.00%,100.00%,3,0,2.03%,0.00%,"$1,350.00",$0.00,3,0
B0CYQYDVXD,B0CYQYDVXD,EFFIPRO PLUS Topical Solution for Dogs - Waterproof Dog Flea and Tick Treatment for X-Large Dogs (89-132lbs) 3 Doses by Virbac,RB-VB-63674,84,1,0.00%,0.00%,127,1,0.00%,0.00%,94.50%,0.00%,3,0,3.57%,0.00%,$126.01,$0.00,3,0
B0DG9Y8RKB,B0DG9Y8RKB,"Yummy Combs Dog Dental Treats – Vet VOHC Approved, Removes Tartar & Cleans Teeth – Yummy High Protein Chicken Treat for Medium Dogs (Mini Pack, 9 Count)",RC-PBL-125572,92,1,0.00%,0.00%,113,2,0.00%,0.00%,100.00%,0.00%,4,0,4.35%,0.00%,$75.96,$0.00,3,0
B0DK7RYCFC,B0DH6WRV4R,"Yummy Combs Dog Dental Treats – Fish & Egg Protein – Vet VOHC Approved, Removes Tartar – A Daily Teeth Cleaning Treat for Extra Large Dogs (15 Count)",RC-PBL-125557,82,0,0.00%,0.00%,102,0,0.00%,0.00%,90.11%,0.00%,5,0,6.10%,0.00%,$332.45,$0.00,3,0
B0F2B6DTPK,B0DVMK7SKJ,"Virbac URSOLYX Soft Chews for Dogs | Muscle Health Support for Senior, Active or Recovering Dogs, Large | 60 Count 2- Month Supply",RB-VB-125909,33,0,0.00%,0.00%,86,0,0.00%,0.00%,93.59%,0.00%,3,0,9.09%,0.00%,$229.47,$0.00,3,0
B0DFMW96GX,B0018CG14S,"Canine Caviar - Turkey Canned Wet Dog Food, Single Protein Formula, Alkaline Food Topper, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (12.7 oz, 12-Pack)",RB-CAN-222134,17,0,0.00%,0.00%,22,0,0.00%,0.00%,44.44%,0.00%,2,0,11.76%,0.00%,$121.94,$0.00,2,0
B0CPT9SCQ6,B004A62QHK,"White Knight 3804-4 Chrome 1/2""-20 Spline Lug Nut with Key, 4 Pack (for AFTERMARKET Wheels with Smaller 0.80"" Diameter Seating)",RB-WK-3804-4,14,0,0.00%,0.00%,15,0,0.00%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,$27.98,$0.00,2,0
B004A62QHK,B004A62QHK,"White Knight 3804-4 Chrome 1/2""-20 Spline Lug Nut with Key, 4 Pack (for AFTERMARKET Wheels with Smaller 0.80"" Diameter Seating)",RB-WK-3804-4,5,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,$27.98,$0.00,2,0
B07ZGFV3MT,B00B2FC4XI,"White Knight M14x1.50 Aftermarket Bulge Acorn Lug Nuts for Small Seat Diameter (0.90”), Easy to Install, Durable Carbon Steel with Stylish Triple Layer Chrome Finish - 1709S-4AM (4 Pack)",RB-WK-1709S-4,9,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,$19.74,$0.00,2,0
B0CPT62SLL,B00B2FC50U,White Knight M12x1.25 Thread Lug Nuts for Aftermarket or Factory Wheels - 4 Chrome Lug Nuts - Bulge Acorn Seating - Carbon Steel for Durable Construction & Easy Installation - 1706S-4,RB-WK-1706S-4,26,0,0.00%,0.00%,31,0,0.00%,0.00%,96.77%,0.00%,2,0,7.69%,0.00%,$21.98,$0.00,2,0
B0CPT62SLL,B00B2FCACS,"White Knight 1706S-20AM M12x1.25 Lug Nuts, Bulge Acorn Chrome Lug Nuts 12x1.25, Pack of 20, Steel",RB-WHT-1706S-20AM,58,2,0.00%,0.00%,94,5,0.00%,0.00%,93.55%,0.00%,2,0,3.45%,0.00%,$37.98,$0.00,2,0
B0D8BZPC1S,B00B2FCAXW,"White Knight 1704S-20AM Chrome 1/2""-20 Bulge Acorn Lug Nut, 20 Pack",RB-WHT-1704S-20AM,251,7,0.01%,0.01%,425,11,0.01%,0.01%,4.55%,0.00%,2,0,0.80%,0.00%,$37.98,$0.00,2,0
B00B2FCHGM,B00B2FCHGM,White Knight 791706SAM M12x1.25 Chrome Bulge Acorn Lug Nut Kit with Wheel Locks,RB-WK-791706SAM,35,2,0.00%,0.00%,57,2,0.00%,0.00%,92.98%,50.00%,2,0,5.71%,0.00%,$59.24,$0.00,2,0
B0D85WW7T7,B00DNPGJPY,"White Knight M14x1.5 Lug Nuts for Select GM and CDJR, Solid Piece Factory Style Chrome Standard (1.56"") Duplex Bulge Acorn - 1709D-4AM, 4 Pack",RB-WK-1709D-4,"8,711",152,0.18%,0.19%,"13,202",226,0.20%,0.21%,0.49%,0.00%,2,0,0.02%,0.00%,$17.99,$0.00,2,0
B00DNPGM92,B00DNPGM92,"White Knight 5306 Chrome M12x1.25 OEM Factory Style Mag Lug Nut with Washer, (Pack of 4)",RB-WK-5306-4,55,1,0.00%,0.00%,79,2,0.00%,0.00%,13.92%,0.00%,4,0,7.27%,0.00%,$43.96,$0.00,2,0
B00DNPGQK2,B00DNPGQK2,"White Knight 2007-4 M12 x 1.50 OEM Style Open-End Dual Thread Lug Nut for Ford Tarus and Chevrolet/GMC, 4 Pack, Zinc Gold",RB-WK-2007-4,72,2,0.00%,0.00%,112,3,0.00%,0.00%,100.00%,100.00%,2,0,2.78%,0.00%,$25.98,$0.00,2,0
B00DNPGQT8,B00DNPGQT8,"White Knight 2010-4 Zinc Gold (7/8"" Hex Size) Open End Dual Thread Lug Nut - 4 Pack",RB-WK-2010-4,11,0,0.00%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,9,0,81.82%,0.00%,$116.91,$0.00,2,0
B09HWNSTPG,B00DNPGXG4,White Knight 1904ST-4 Stainless Steel Capped Acorn Lug Nut - 4 Piece,RB-WK-1904ST-4,80,2,0.00%,0.00%,114,2,0.00%,0.00%,61.86%,100.00%,8,0,10.00%,0.00%,$99.84,$0.00,2,0
B07N8339VK,B00DNPHL7E,"White Knight 42610 Chrome Wheel Locks, 12mm x 1.25 Mag Wheel Lock Set with Washer (Pack of 4)",RB-WHT--42610,232,4,0.00%,0.00%,295,4,0.00%,0.00%,98.94%,100.00%,2,0,0.86%,0.00%,$36.98,$0.00,2,0
B00U1BUXXM,B00U1BUXXM,"Canine Caviar - Special Needs: Chicken & Brown Rice Alkaline Dry Dog Food, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (22 Pound Bag)",RC-CAN-801124,94,0,0.00%,0.00%,126,0,0.00%,0.00%,0.87%,0.00%,2,0,2.13%,0.00%,$189.95,$0.00,2,0
B0DF2M5BGT,B00U1BZRPG,"Canine Caviar - Open Sky: Duck & Teff Alkaline Dry Dog Food, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (11 Pound Bag)",RC-CAN-801094,30,0,0.00%,0.00%,35,0,0.00%,0.00%,6.06%,0.00%,2,0,6.67%,0.00%,$144.00,$0.00,2,0
B01HVFUSXA,B01HVFUSXA,Kimberbell Machine Embroidery Happy Birthday Bench Pillow CD,RB-KB-KD530,255,5,0.01%,0.01%,331,7,0.01%,0.01%,31.14%,50.00%,2,0,0.78%,0.00%,$64.71,$0.00,2,0
B01MTOFE7J,B01MTOFE7J,"Canine Caviar - Lamb Canned Wet Dog Food, Single Protein Formula, Alkaline Food Topper, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (12.7 oz, 12-Pack)",RB-CAN-226156,127,1,0.00%,0.00%,155,1,0.00%,0.00%,5.84%,0.00%,2,0,1.57%,0.00%,$137.92,$0.00,2,0
B0D7XG7RGX,B0758JKQRQ,KimberBell - Halloween Boo! Bench Pillow Machine Embroidery CD,RB-KB-KD527,57,1,0.00%,0.00%,66,1,0.00%,0.00%,88.89%,100.00%,2,0,3.51%,0.00%,$69.96,$0.00,2,0
B0BZ9T21BZ,B07G7526ZL,Equip Portable Lightweight One Person Hammock with Included Hanging Kit,RC-DEN-971454,"1,525",26,0.03%,0.03%,"1,728",31,0.03%,0.03%,17.63%,18.18%,2,0,0.13%,0.00%,$43.27,$0.00,2,0
